from	to
ICAM4	FCN1
ICAM4	NMNAT1
ICAM4	SEPTIN3
ICAM4	DKK3
ICAM4	CTSZ
ICAM5	EGFLAM
ICAM5	SEMA3G
ICAM5	PECAM1
ICAM5	PDE5A
ICAM5	ITIH3
ICAM5	CNTN5
ICAM5	VPS53
ICAM5	RECK
ICAM5	EPHA2
ICAM5	TIE1
ICAM5	CRTAC1
ICAM5	PTPRH
ICAM5	NRP1
ICAM5	PIBF1
ICAM5	SORCS2
ICOSLG	JAM2
ICOSLG	SLAMF8
ICOSLG	CLEC12A
ICOSLG	CRHBP
ICOSLG	CLEC10A
ICOSLG	CLEC1A
ICOSLG	CHCHD6
ICOSLG	TXNDC5
ICOSLG	CSF2RA
ICOSLG	VSIG2
ICOSLG	TPSG1
ICOSLG	SELL
ICOSLG	IL17C
ICOSLG	MYL6B
ICOSLG	RAB33A
ID4	POLR2A
ID4	TFAP2A
ID4	EPPK1
ID4	TTF2
ID4	TTN
ID4	DOK1
ID4	DOK1
ID4	DIPK1C
ID4	NAP1L4
ID4	SLC9A3R1
ID4	SLC9A3R2
ID4	UPK3BL1
ID4	IST1
ID4	MKI67
ID4	IGLON5
IDI2	DTYMK
IDI2	UROD
IDI2	MDH1
IDI2	UROS
IDI2	HSD17B3
IDI2	PGD
IDI2	GNPDA2
IDI2	TP53I3
IDI2	GNPDA1
IDI2	FHIT
IDI2	TALDO1
IDI2	CRYM
IDI2	TBCA
IDI2	LSM8
IDI2	UBE2L6
IDO1	FOLR2
IDO1	FOLR1
IDO1	ICAM1
IDO1	HPSE
IDO1	KYNU
IDO1	IL22
IDO1	GCNT1
IDO1	RNASE3
IDO1	GBP1
IDO1	KLK6
IDO1	TDO2
IDO1	MOG
IDO1	SUSD2
IDO1	LAMP1
IDO1	FCER2
IDS	CPQ
IDS	EZR
IDS	CPM
IDS	CRTAP
IDS	CNDP1
IDS	EDIL3
IDS	PLA2G15
IDS	NAGA
IDS	PPT1
IDS	IDUA
IDS	KLK7
IDS	EPCAM
IDS	GSN
IDS	TYRP1
IDS	DPP7
IDUA	CNDP1
IDUA	SMPDL3A
IDUA	CPQ
IDUA	PLA2G15
IDUA	IDS
IDUA	NAGA
IDUA	TGM2
IDUA	PADI4
IDUA	SGSH
IDUA	GUSB
IDUA	KEL
IDUA	EZR
IDUA	MRI1
IDUA	MAN2B2
IDUA	DPP7
IFI30	RARRES1
IFI30	IMPACT
IFI30	CLPP
IFI30	OSM
IFI30	CXADR
IFI30	GAS2
IFI30	PRDX5
IFI30	LILRA5
IFI30	RGMB
IFI30	EFNA1
IFI30	HS3ST3B1
IFI30	GFRA3
IFI30	CLEC11A
IFI30	UBE2Z
IFI30	MOCS2
IFIT1	SMS
IFIT1	SMS
IFIT1	LBP
IFIT1	KYNU
IFIT1	FBP1
IFIT1	SULT1A1
IFIT1	PHYKPL
IFIT1	SPTLC1
IFIT1	SCARB2
IFIT1	GBP1
IFIT1	GID8
IFIT1	DCUN1D2
IFIT1	NAGK
IFIT1	GPD1
IFIT1	CRYZL1
IFIT3	STC1
IFIT3	PGLYRP4
IFIT3	CGB3
IFIT3	VIPR1
IFIT3	PXDNL
IFIT3	NPTX1
IFIT3	ING1
IFIT3	GPNMB
IFIT3	IGF2BP3
IFIT3	PALLD
IFIT3	RNF149
IFIT3	PRG3
IFIT3	PRG3
IFIT3	FBN2
IFIT3	CERT
IFNAR1	GFAP
IFNAR1	PSAPL1
IFNAR1	TEX33
IFNAR1	SDCCAG8
IFNAR1	DAND5
IFNAR1	PVALB
IFNAR1	PRKRA
IFNAR1	PAMR1
IFNAR1	ERVV-1
IFNAR1	ENTR1
IFNAR1	MYOC
IFNAR1	DLL4
IFNAR1	KCTD5
IFNAR1	SELE
IFNAR1	EVI5
IFNG	FCER2
IFNG	IL22
IFNG	TFPI2
IFNG	KLK14
IFNG	CRYBB2
IFNG	MOG
IFNG	PDCL2
IFNG	TGFB2
IFNG	FOLR2
IFNG	TNF
IFNG	KLK6
IFNG	SPON2
IFNG	LAMP1
IFNG	RNASE3
IFNG	PRSS8
IFNGR1	SEPTIN9
IFNGR1	GORASP2
IFNGR1	LTBR
IFNGR1	LMOD1
IFNGR1	OCLN
IFNGR1	IPCEF1
IFNGR1	LRCH4
IFNGR1	SH2B3
IFNGR1	TNFRSF21
IFNGR1	TMED8
IFNGR1	TIMD4
IFNGR1	LILRB4
IFNGR1	RAB11FIP3
IFNGR1	WASF3
IFNGR1	TMEM25
IFNGR2	SIRPB1
IFNGR2	KLK15
IFNGR2	TEX101
IFNGR2	NPTX2
IFNGR2	LILRA6
IFNGR2	PDCD1LG2
IFNGR2	LAIR2
IFNGR2	ICAM2
IFNGR2	LTA
IFNGR2	PILRB
IFNGR2	TACSTD2
IFNGR2	IL18R1
IFNGR2	TDGF1
IFNGR2	CLUL1
IFNGR2	PSCA
IFNL1	IL24
IFNL1	IFNL2
IFNL1	CLEC2L
IFNL1	CHMP6
IFNL1	PITHD1
IFNL1	EFNA4
IFNL1	IL17C
IFNL1	IL31
IFNL1	MRPL46
IFNL1	SPINT2
IFNL1	CNPY4
IFNL1	MYL6B
IFNL1	NCR1
IFNL1	RAB37
IFNL1	TPSG1
IFNL2	IFNL1
IFNL2	IL24
IFNL2	EFNA4
IFNL2	IL17C
IFNL2	MYL6B
IFNL2	CLEC2L
IFNL2	CHMP6
IFNL2	CLEC12A
IFNL2	PPIF
IFNL2	CNTF
IFNL2	MRPL46
IFNL2	LIF
IFNL2	GIPC3
IFNL2	TPSG1
IFNL2	NUDC
IFNLR1	PDLIM5
IFNLR1	DBN1
IFNLR1	TNFRSF8
IFNLR1	SH2B3
IFNLR1	GORASP2
IFNLR1	IPCEF1
IFNLR1	LMOD1
IFNLR1	LYVE1
IFNLR1	GRSF1
IFNLR1	PHACTR2
IFNLR1	RAB11FIP3
IFNLR1	TMEM25
IFNLR1	LRCH4
IFNLR1	TNFRSF1B
IFNLR1	TNFRSF10A
IFNW1	SCN2B
IFNW1	TARM1
IFNW1	FKBP7
IFNW1	COX5B
IFNW1	CLEC2L
IFNW1	SH2D1A
IFNW1	TMED1
IFNW1	CNPY2
IFNW1	IL17A
IFNW1	IL15
IFNW1	CHMP6
IFNW1	IL24
IFNW1	CSF3
IFNW1	SPINT2
IFNW1	MANF
IFT20	FABP2
IFT20	MORN4
IFT20	RNF41
IFT20	CTSS
IFT20	TNFAIP8L2
IFT20	CPA4
IFT20	GMPR
IFT20	SCGB2A2
IFT20	CLEC1B
IFT20	EPO
IFT20	EPO
IFT20	MSMB
IFT20	SCRN1
IFT20	PDRG1
IFT20	MED21
IGBP1	TGFB1
IGBP1	F7
IGBP1	FCER1A
IGBP1	CTSD
IGBP1	PRSS22
IGBP1	ITM2A
IGBP1	IL20RB
IGBP1	IL13RA1
IGBP1	FSTL3
IGBP1	IL2
IGBP1	F11R
IGBP1	GKN1
IGBP1	CIAPIN1
IGBP1	HS6ST1
IGBP1	SHBG
IGDCC3	RIPK4
IGDCC3	GIT1
IGDCC3	RABGAP1L
IGDCC3	TAX1BP1
IGDCC3	MAP4K5
IGDCC3	SMPD3
IGDCC3	NLGN1
IGDCC3	NOP56
IGDCC3	GGA1
IGDCC3	OPHN1
IGDCC3	CLGN
IGDCC3	RGL2
IGDCC3	ENOX2
IGDCC3	CSF3R
IGDCC3	CHM
IGDCC4	ERBB2
IGDCC4	ERBB4
IGDCC4	SEZ6L
IGDCC4	SEZ6
IGDCC4	KIAA0319
IGDCC4	DDR1
IGDCC4	CGN
IGDCC4	CLIP2
IGDCC4	ERBB3
IGDCC4	UNC5D
IGDCC4	DSC2
IGDCC4	DCC
IGDCC4	CSF1R
IGDCC4	ROBO2
IGDCC4	MERTK
IGF1R	FLT4
IGF1R	KDR
IGF1R	PTPRC
IGF1R	PDGFRA
IGF1R	INSR
IGF1R	EGF
IGF1R	STAT2
IGF1R	MET
IGF1R	NRCAM
IGF1R	SORCS2
IGF1R	NID1
IGF1R	EGFR
IGF1R	RET
IGF1R	NOS1
IGF1R	NOS1
IGF2BP3	IL18RAP
IGF2BP3	TXK
IGF2BP3	ITPRIP
IGF2BP3	ING1
IGF2BP3	IGFL4
IGF2BP3	ITIH5
IGF2BP3	PDZD2
IGF2BP3	FBN2
IGF2BP3	PALLD
IGF2BP3	THAP12
IGF2BP3	RAB44
IGF2BP3	MSLNL
IGF2BP3	EPHB6
IGF2BP3	SPACA5
IGF2BP3	TMPRSS15
IGF2R	TNC
IGF2R	SDK2
IGF2R	FN1
IGF2R	EVPL
IGF2R	DOCK9
IGF2R	STAB2
IGF2R	SPTBN2
IGF2R	ESPL1
IGF2R	MYH4
IGF2R	PTPRS
IGF2R	CSPG4
IGF2R	PLXNB3
IGF2R	MYH9
IGF2R	PLXNA4
IGF2R	PTPRB
IGFBP1	FGF23
IGFBP1	MCFD2
IGFBP1	IL7
IGFBP1	INHBB
IGFBP1	FGF3
IGFBP1	TNFRSF14
IGFBP1	CNPY4
IGFBP1	UFD1
IGFBP1	MAPRE3
IGFBP1	PDAP1
IGFBP1	VWC2L
IGFBP1	FGF7
IGFBP1	VEGFB
IGFBP1	PTN
IGFBP1	CTHRC1
IGFBP2	CTAG1A
IGFBP2	GIP
IGFBP2	REEP4
IGFBP2	ZFYVE19
IGFBP2	SHD
IGFBP2	DNLZ
IGFBP2	PAGR1
IGFBP2	PLIN3
IGFBP2	SYAP1
IGFBP2	TPD52L2
IGFBP2	NECAP2
IGFBP2	PIK3IP1
IGFBP2	NGRN
IGFBP2	ESM1
IGFBP2	GPKOW
IGFBP3	EFNB2
IGFBP3	SKAP1
IGFBP3	PGF
IGFBP3	LRP11
IGFBP3	DNAJB2
IGFBP3	INSL5
IGFBP3	TFPI
IGFBP3	LAYN
IGFBP3	CFC1
IGFBP3	SNX15
IGFBP3	IGFBP6
IGFBP3	NECAP2
IGFBP3	DCDC2C
IGFBP3	FGFBP2
IGFBP3	TXNDC15
IGFBP4	SMNDC1
IGFBP4	IL17D
IGFBP4	CWC15
IGFBP4	SRP14
IGFBP4	IL12A
IGFBP4	KLRB1
IGFBP4	CTLA4
IGFBP4	NTF4
IGFBP4	RSPO1
IGFBP4	PPBP
IGFBP4	NRTN
IGFBP4	UBXN1
IGFBP4	SLAMF7
IGFBP4	TSLP
IGFBP4	CRIP2
IGFBP6	PGF
IGFBP6	FGFBP2
IGFBP6	GPIHBP1
IGFBP6	NECAP2
IGFBP6	KITLG
IGFBP6	NTF3
IGFBP6	ESM1
IGFBP6	MPIG6B
IGFBP6	TPD52L2
IGFBP6	SMOC1
IGFBP6	KIR2DL3
IGFBP6	GIP
IGFBP6	RSPO1
IGFBP6	VWC2
IGFBP6	VSIR
IGFBP7	F3
IGFBP7	CLEC4A
IGFBP7	KLK13
IGFBP7	DNPH1
IGFBP7	FSTL3
IGFBP7	CLEC4D
IGFBP7	SHBG
IGFBP7	IGFBPL1
IGFBP7	FCN2
IGFBP7	SERPINA6
IGFBP7	TTR
IGFBP7	F11R
IGFBP7	IL1RN
IGFBP7	SCN4B
IGFBP7	FCAR
IGFBPL1	CLEC4D
IGFBPL1	SCN4B
IGFBPL1	FCAR
IGFBPL1	IGFBP7
IGFBPL1	MIA
IGFBPL1	SFTPA2
IGFBPL1	FSTL3
IGFBPL1	SHBG
IGFBPL1	CTSD
IGFBPL1	FCER1A
IGFBPL1	F3
IGFBPL1	DNPH1
IGFBPL1	F11R
IGFBPL1	TTR
IGFBPL1	FCN2
IGFL4	ITIH5
IGFL4	FBN2
IGFL4	PDZD2
IGFL4	SPACA5
IGFL4	ING1
IGFL4	THAP12
IGFL4	RAB44
IGFL4	YARS1
IGFL4	EPHB6
IGFL4	TMPRSS15
IGFL4	MSLNL
IGFL4	GATD3
IGFL4	PALLD
IGFL4	LRRC38
IGFL4	REG3G
IGHMBP2	LONP1
IGHMBP2	NTRK2
IGHMBP2	UHRF2
IGHMBP2	NRP2
IGHMBP2	RNF31
IGHMBP2	CLSTN1
IGHMBP2	FLT3
IGHMBP2	HYOU1
IGHMBP2	USP25
IGHMBP2	RET
IGHMBP2	SLMAP
IGHMBP2	USP28
IGHMBP2	GCC1
IGHMBP2	TAX1BP1
IGHMBP2	RABEP1
IGLC2	CLC
IGLC2	CLC
IGLC2	FCRL1
IGLC2	FCRL2
IGLC2	NAGPA
IGLC2	JCHAIN
IGLC2	LAG3
IGLC2	MSLN
IGLC2	SPINT1
IGLC2	LRTM2
IGLC2	PRSS8
IGLC2	ICAM3
IGLC2	FASLG
IGLC2	LEPR
IGLC2	LEPR
IGLON5	TPBGL
IGLON5	SEPTIN7
IGLON5	UPK3BL1
IGLON5	CYTH3
IGLON5	DENND2B
IGLON5	MKI67
IGLON5	SPRING1
IGLON5	PCARE
IGLON5	GAGE2A
IGLON5	LMOD2
IGLON5	MUCL3
IGLON5	SLC9A3R1
IGLON5	KYAT1
IGLON5	MRPL58
IGLON5	PRRT3
IGSF21	ESAM
IGSF21	KIR3DL2
IGSF21	NPTXR
IGSF21	SLC39A14
IGSF21	RNF149
IGSF21	GFRA1
IGSF21	SCARA5
IGSF21	KRT17
IGSF21	CLMP
IGSF21	GP6
IGSF21	VASN
IGSF21	NPTX1
IGSF21	SKAP2
IGSF21	FCGR2B
IGSF21	NECTIN2
IGSF3	PTK7
IGSF3	ITGAL
IGSF3	TIE1
IGSF3	CNTNAP4
IGSF3	PTPRH
IGSF3	MYBPC2
IGSF3	EPHA2
IGSF3	THBS2
IGSF3	TNR
IGSF3	NPR1
IGSF3	OTOA
IGSF3	TEK
IGSF3	EPHB4
IGSF3	GUCY2C
IGSF3	EPHA4
IGSF8	EHD3
IGSF8	GBP6
IGSF8	PTPN9
IGSF8	MASP1
IGSF8	TRIM58
IGSF8	FKBP5
IGSF8	LPO
IGSF8	STXBP3
IGSF8	HSPA2
IGSF8	TRIM5
IGSF8	GBP2
IGSF8	GFOD2
IGSF8	PGA4
IGSF8	ERP44
IGSF8	MAMDC2
IGSF9	MINK1
IGSF9	DSG2
IGSF9	OFD1
IGSF9	TJP3
IGSF9	SEC31A
IGSF9	GALNT5
IGSF9	PCDH17
IGSF9	GTF2IRD1
IGSF9	SLITRK2
IGSF9	PACS2
IGSF9	KCNH2
IGSF9	RBM25
IGSF9	ROR1
IGSF9	TBC1D5
IGSF9	DNAJC6
IKBKG	HS3ST3B1
IKBKG	KRT18
IKBKG	METAP2
IKBKG	GAS2
IKBKG	IZUMO1
IKBKG	ERI1
IKBKG	NECTIN4
IKBKG	CRLF1
IKBKG	TCP11
IKBKG	UBE2Z
IKBKG	SIL1
IKBKG	LILRA5
IKBKG	KRT17
IKBKG	PFKFB2
IKBKG	CTSF
IKZF1	RP11-136O12
IKZF1	FUT6
IKZF1	ST3GAL4
IKZF1	MAX
IKZF1	FCGR3B
IKZF1	HNF1A
IKZF1	FUT8
IKZF1	CHPF2
IKZF1	GRAMD1B
IKZF1	ZNF75D
IKZF1	KLF4
IKZF1	NRBP1
IKZF1	ZBTB17
IKZF1	C17orf58
IKZF1	C17orf69
IKZF2	ZBTB16
IKZF2	NACC1
IKZF2	ZNF174
IKZF2	YY1
IKZF2	REST
IKZF2	ZBTB17
IKZF2	MFAP3L
IKZF2	ZNF75D
IKZF2	ISLR2
IKZF2	KLF4
IKZF2	LRFN2
IKZF2	SIGLEC7
IKZF2	SIGLEC8
IKZF2	KIRREL1
IKZF2	SIGLEC9
IL10	PROCR
IL10	LIF
IL10	RAB27B
IL10	MFAP4
IL10	MSRA
IL10	SH3GL3
IL10	PPIF
IL10	CNTF
IL10	DYNLT3
IL10	DECR1
IL10	VTCN1
IL10	ERP29
IL10	RAB37
IL10	CSNK2A1
IL10	MGMT
IL10RA	NFKBIE
IL10RA	EPB41L5
IL10RA	FMR1
IL10RA	IL21R
IL10RA	EIF2S2
IL10RA	IL33
IL10RA	TJAP1
IL10RA	SLITRK6
IL10RA	GJA8
IL10RA	CLINT1
IL10RA	NBN
IL10RA	MLLT1
IL10RA	FOSB
IL10RA	TNFRSF1A
IL10RA	IL22RA1
IL10RB	NCR1
IL10RB	LTA
IL10RB	JAM2
IL10RB	LILRA5
IL10RB	CRHBP
IL10RB	CLEC1A
IL10RB	KLK10
IL10RB	TNFSF11
IL10RB	KRT18
IL10RB	FLT3LG
IL10RB	ICOSLG
IL10RB	MOCS2
IL10RB	IZUMO1
IL10RB	CTHRC1
IL10RB	TPSG1
IL11	IL15
IL11	IL2
IL11	IL6
IL11	CSF3
IL11	LY96
IL11	S100A3
IL11	CXCL1
IL11	SCN2B
IL11	IFNW1
IL11	SAA4
IL11	TFF1
IL11	MYL1
IL11	CXCL13
IL11	IL13
IL11	CIAPIN1
IL12A	IGFBP4
IL12A	IL17D
IL12A	SMNDC1
IL12A	KLRB1
IL12A	CTLA4
IL12A	ITM2A
IL12A	FRZB
IL12A	SRP14
IL12A	SFTPA2
IL12A	CWC15
IL12A	NTF4
IL12A	NRTN
IL12A	GNLY
IL12A	TSLP
IL12A	PPBP
IL12B	CTRB1
IL12B	CTSB
IL12B	CHAD
IL12B	MFGE8
IL12B	CFD
IL12B	CTSC
IL12B	PSME1
IL12B	TNFRSF11B
IL12B	PRTN3
IL12B	CTRL
IL12B	TSPAN1
IL12B	DPP7
IL12B	PLA2G2A
IL12B	CTSE
IL12B	VNN2
IL12RB1	TGFBR2
IL12RB1	LMNB1
IL12RB1	TFF2
IL12RB1	EXTL1
IL12RB1	THBD
IL12RB1	SV2A
IL12RB1	DLG4
IL12RB1	DLG4
IL12RB1	PECAM1
IL12RB1	FGR
IL12RB1	UPB1
IL12RB1	LRP2
IL12RB1	PIBF1
IL12RB1	TBC1D23
IL12RB1	XIAP
IL12RB2	MAP4K5
IL12RB2	TGFBR3
IL12RB2	DLG4
IL12RB2	DLG4
IL12RB2	RIPK4
IL12RB2	MMP15
IL12RB2	OPHN1
IL12RB2	CSF3R
IL12RB2	TAX1BP1
IL12RB2	DLL1
IL12RB2	IGDCC3
IL12RB2	IL6ST
IL12RB2	SEMA4D
IL12RB2	RABGAP1L
IL12RB2	PDXDC1
IL13	COMMD1
IL13	LY96
IL13	TPPP3
IL13	PTP4A3
IL13	EIF5A
IL13	CXCL12
IL13	IL19
IL13	TFF1
IL13	EDF1
IL13	MRPS16
IL13	CXCL8
IL13	SAA4
IL13	MYL1
IL13	TSPAN1
IL13	GADD45B
IL13RA1	MIF
IL13RA1	MIF
IL13RA1	F9
IL13RA1	TGFBR1
IL13RA1	F7
IL13RA1	SCG2
IL13RA1	DUSP29
IL13RA1	DUSP13
IL13RA1	INHBC
IL13RA1	ITGBL1
IL13RA1	TNFSF10
IL13RA1	SNRPB2
IL13RA1	LILRA4
IL13RA1	HJV
IL13RA1	IGBP1
IL13RA2	OTUD6B
IL13RA2	F2
IL13RA2	IL3
IL13RA2	PSMC3
IL13RA2	SUMF2
IL13RA2	NMRK2
IL13RA2	LCN2
IL13RA2	M6PR
IL13RA2	IL4
IL13RA2	SRPX
IL13RA2	GLOD4
IL13RA2	PHOSPHO1
IL13RA2	TPP1
IL13RA2	TPP1
IL13RA2	ITGB5
IL15	IL6
IL15	SCN2B
IL15	CSF3
IL15	IFNW1
IL15	IL2
IL15	FKBP7
IL15	TIMM8A
IL15	TARM1
IL15	COX5B
IL15	CHMP6
IL15	CLEC2L
IL15	SH2D1A
IL15	REG4
IL15	CMC1
IL15	CNTF
IL15RA	TIMD4
IL15RA	DNAJB6
IL15RA	MFAP3
IL15RA	TMEM25
IL15RA	IL2RB
IL15RA	TREML2
IL15RA	SYAP1
IL15RA	CFC1
IL15RA	CREBZF
IL15RA	NGRN
IL15RA	LTBR
IL15RA	IPCEF1
IL15RA	RELT
IL15RA	ZNF830
IL15RA	EPN1
IL16	COL1A1
IL16	COL4A4
IL16	COL18A1
IL16	CLSPN
IL16	COL15A1
IL16	MTUS1
IL16	COL2A1
IL16	LARP1
IL16	PER3
IL16	PARD3
IL16	COL24A1
IL16	SAFB2
IL16	SORBS1
IL16	SSC5D
IL16	COL4A1
IL17A	CXCL3
IL17A	CXCL13
IL17A	CNPY2
IL17A	TMED1
IL17A	IFNW1
IL17A	MANF
IL17A	FKBP14
IL17A	VAMP5
IL17A	THY1
IL17A	SH2D1A
IL17A	WFDC2
IL17A	SCN2B
IL17A	COX5B
IL17A	TARM1
IL17A	NRN1
IL17C	MYL6B
IL17C	IFNL2
IL17C	CLEC12A
IL17C	EFNA4
IL17C	IFNL1
IL17C	MRPL46
IL17C	JAM2
IL17C	CHCHD6
IL17C	RGS10
IL17C	IL24
IL17C	TPSG1
IL17C	SLIRP
IL17C	CLEC2L
IL17C	NUDC
IL17C	IL31
IL17D	GNLY
IL17D	IGFBP4
IL17D	IL12A
IL17D	KLRB1
IL17D	SRP14
IL17D	PPBP
IL17D	SMNDC1
IL17D	RSPO1
IL17D	EFNA1
IL17D	NTF4
IL17D	SLAMF7
IL17D	TNFSF12
IL17D	CWC15
IL17D	SH3GLB2
IL17D	UBXN1
IL17F	RARRES2
IL17F	CSF2
IL17F	MRPL52
IL17F	REG1B
IL17F	SNAPIN
IL17F	PLA2G10
IL17F	GKN1
IL17F	PTRHD1
IL17F	ORM1
IL17F	TRIAP1
IL17F	DNAJC9
IL17F	CLEC4D
IL17F	S100A4
IL17F	MED18
IL17F	IL5
IL17RA	ROR1
IL17RA	SLITRK2
IL17RA	LILRB1
IL17RA	VIT
IL17RA	SPAG1
IL17RA	OSMR
IL17RA	CRACR2A
IL17RA	MERTK
IL17RA	PEAR1
IL17RA	KAZN
IL17RA	FLRT2
IL17RA	TMEM132A
IL17RA	FGFR4
IL17RA	LILRB2
IL17RA	CSF2RB
IL17RB	GASK1A
IL17RB	PINLYP
IL17RB	ERMAP
IL17RB	VNN1
IL17RB	FAM20A
IL17RB	IL1RL1
IL17RB	SEPTIN3
IL17RB	ICAM4
IL17RB	GPA33
IL17RB	VCAN
IL17RB	MEP1A
IL17RB	FCN1
IL17RB	PRSS53
IL17RB	ZNRD2
IL17RB	DDI2
IL18	NDUFB7
IL18	FKBP14
IL18	TSPAN7
IL18	ST3GAL1
IL18	FAM3C
IL18	PPIB
IL18	TAGLN3
IL18	CTRC
IL18	TPT1
IL18	FAM3D
IL18	IL20
IL18	IL20
IL18	CXCL8
IL18	RNASEH2A
IL18	CTSV
IL18BP	RILPL2
IL18BP	TNFRSF9
IL18BP	TNFSF8
IL18BP	OSCAR
IL18BP	RAB33A
IL18BP	SLAMF8
IL18BP	RGS10
IL18BP	CHCHD6
IL18BP	RGMA
IL18BP	VSIG2
IL18BP	GRPEL1
IL18BP	WIF1
IL18BP	ITGB1BP2
IL18BP	NBL1
IL18BP	KLK11
IL18R1	WFIKKN1
IL18R1	LRPAP1
IL18R1	NPTX2
IL18R1	CLUL1
IL18R1	CYTL1
IL18R1	XG
IL18R1	PRR4
IL18R1	SERPINA11
IL18R1	NFASC
IL18R1	TACSTD2
IL18R1	IL1R2
IL18R1	CFP
IL18R1	WFDC12
IL18R1	LILRA6
IL18R1	GIMAP7
IL18RAP	IGF2BP3
IL18RAP	REG3G
IL18RAP	PXDNL
IL18RAP	TARS1
IL18RAP	PRG3
IL18RAP	PRG3
IL18RAP	TMPRSS15
IL18RAP	WARS
IL18RAP	ITIH5
IL18RAP	EPHB6
IL18RAP	GBA
IL18RAP	LEPR
IL18RAP	LEPR
IL18RAP	LEG1
IL18RAP	IGFL4
IL19	COMMD1
IL19	ORM1
IL19	TSPAN1
IL19	SPINK6
IL19	CTRL
IL19	NPC2
IL19	CXCL14
IL19	PSMG4
IL19	RNASE4
IL19	TPPP3
IL19	VSNL1
IL19	PTP4A3
IL19	RARRES2
IL19	GM2A
IL19	IL13
IL1A	DUT
IL1A	MORF4L2
IL1A	GP6
IL1A	MPIG6B
IL1A	F2R
IL1A	TNFRSF4
IL1A	GFER
IL1A	VSIG4
IL1A	PRG2
IL1A	PRG2
IL1A	IL2RA
IL1A	MAGEA3
IL1A	DOK2
IL1A	IL1B
IL1A	LYPD3
IL1B	NTF3
IL1B	FXN
IL1B	TNFSF12
IL1B	GPIHBP1
IL1B	SLAMF1
IL1B	OSM
IL1B	TIGIT
IL1B	MPIG6B
IL1B	FCGR2B
IL1B	EFNA1
IL1B	SCAMP3
IL1B	IL7
IL1B	IL1A
IL1B	RSPO1
IL1B	KITLG
IL1R1	SCIN
IL1R1	VCAM1
IL1R1	GTPBP2
IL1R1	MMP10
IL1R1	ITGB7
IL1R1	SESTD1
IL1R1	SWAP70
IL1R1	GAS6
IL1R1	VPS4B
IL1R1	IL3RA
IL1R1	MMP12
IL1R1	TGFB2
IL1R1	LAMP1
IL1R1	INPP1
IL1R1	LILRA2
IL1R2	HLA-E
IL1R2	DTX3
IL1R2	ENTPD5
IL1R2	REN
IL1R2	REN
IL1R2	DNAJA2
IL1R2	MTHFSD
IL1R2	TACSTD2
IL1R2	NUCB2
IL1R2	TNFRSF6B
IL1R2	GIPC3
IL1R2	NUDC
IL1R2	RNASET2
IL1R2	CFP
IL1R2	MMP10
IL1RAP	MEP1B
IL1RAP	CHIT1
IL1RAP	LILRA3
IL1RAP	MMP3
IL1RAP	UMOD
IL1RAP	CTSC
IL1RAP	LILRA6
IL1RAP	PSG1
IL1RAP	DPEP1
IL1RAP	PM20D1
IL1RAP	A1BG
IL1RAP	CPVL
IL1RAP	CFHR4
IL1RAP	CFHR2
IL1RAP	FUCA1
IL1RL1	UMOD
IL1RL1	SERPINA12
IL1RL1	IL17RB
IL1RL1	KEL
IL1RL1	MMP3
IL1RL1	VNN1
IL1RL1	IL1RL2
IL1RL1	CFI
IL1RL1	FCAR
IL1RL1	PRSS53
IL1RL1	NT5C1A
IL1RL1	GASK1A
IL1RL1	KLK4
IL1RL1	DNAJA4
IL1RL1	VCAN
IL1RL2	VCAN
IL1RL2	FCAMR
IL1RL2	PLA2G7
IL1RL2	NTproBNP
IL1RL2	IL31RA
IL1RL2	GP2
IL1RL2	RIDA
IL1RL2	RNASE6
IL1RL2	CST6
IL1RL2	DEFB4A
IL1RL2	KLK4
IL1RL2	ELOA
IL1RL2	RILP
IL1RL2	RILP
IL1RL2	DDX58
IL1RN	DNPH1
IL1RN	CLEC4A
IL1RN	KLK13
IL1RN	TTR
IL1RN	NIT1
IL1RN	IGFBP7
IL1RN	F3
IL1RN	RANBP1
IL1RN	PPIE
IL1RN	F11R
IL1RN	FSTL3
IL1RN	DCN
IL1RN	NDUFS6
IL1RN	TSNAX
IL1RN	IL5
IL2	CTF1
IL2	S100A4
IL2	IL15
IL2	IL5
IL2	FCER1A
IL2	SNAPIN
IL2	IL6
IL2	CSF3
IL2	GKN1
IL2	TIMM8A
IL2	CSF2
IL2	PRSS22
IL2	FSTL3
IL2	MRPL52
IL2	IL11
IL20	NUDT15
IL20	SSNA1
IL20	VPS28
IL20	FAM3C
IL20	NUDT16
IL20	TAGLN3
IL20	TBCB
IL20	CHP1
IL20	CHP1
IL20	NDUFB7
IL20	TIMP1
IL20	TPMT
IL20	DCTD
IL20	PPIB
IL20	NUDT15
IL20	SSNA1
IL20	VPS28
IL20	FAM3C
IL20	NUDT16
IL20	TAGLN3
IL20	TBCB
IL20	CHP1
IL20	CHP1
IL20	NDUFB7
IL20	TIMP1
IL20	TPMT
IL20	DCTD
IL20	PPIB
IL20RA	TNFRSF1B
IL20RA	IL2RB
IL20RA	SEPTIN9
IL20RA	LMOD1
IL20RA	FRMD7
IL20RA	LRCH4
IL20RA	RAB11FIP3
IL20RA	IFNLR1
IL20RA	GORASP2
IL20RA	PDLIM5
IL20RA	SH2B3
IL20RA	SOWAHA
IL20RA	LPP
IL20RA	TNFRSF21
IL20RA	TNFRSF8
IL20RB	FCER1A
IL20RB	SFTPA1
IL20RB	F11R
IL20RB	PPIE
