from	to
CD70	CD274
CD70	CD80
CD70	CD48
CD70	CD5L
CD70	CD28
CD70	AIF1
CD70	CD58
CD70	BTN2A1
CD70	CA4
CD70	B4GAT1
CD70	ARL2BP
CD72	C1QL2
CD72	CCN1
CD72	CD200R1
CD72	CD300C
CD72	ANGPTL2
CD72	CD300E
CD72	CASP4
CD72	CASP2
CD72	CD209
CD72	BMP4
CD72	CBLN4
CD72	CD86
CD72	CALCOCO2
CD72	CD40
CD72	AMIGO2
CD74	CD244
CD74	CD200R1
CD74	CD300C
CD74	CCL28
CD74	CCN1
CD74	CD3E
CD74	C1QL2
CD74	CD209
CD74	CABP2
CD74	CD72
CD74	CD300LG
CD74	CD27
CD74	BCL2L1
CD74	CCL25
CD74	CD5
CD79B	CD3D
CD79B	CCL21
CD79B	ARTN
CD79B	CCL27
CD79B	BTC
CD79B	CEACAM3
CD79B	CACYBP
CD79B	CCL16
CD79B	CD59
CD79B	CCN3
CD79B	CD40
CD79B	BATF
CD79B	CDC26
CD79B	CD302
CD79B	ARL2BP
CD80	BSG
CD80	CD5L
CD80	CD70
CD80	CD48
CD80	BST2
CD80	AGR2
CD80	CD28
CD80	BTN2A1
CD80	ARG2
CD80	CA4
CD80	CD274
CD80	B4GAT1
CD80	ALPP
CD80	ART5
CD80	ACP5
CD82	CD38
CD82	ATP1B1
CD82	CCL4
CD82	AK2
CD82	ATP1B3
CD82	CCL3
CD82	ASRGL1
CD82	B3GAT3
CD82	CDK1
CD82	CCL17
CD82	ATP1B2
CD82	CCL22
CD82	CCL8
CD82	B2M
CD82	BRK1
CD83	AGRP
CD83	CCL23
CD83	CCDC50
CD83	CD160
CD83	CD84
CD83	CDC26
CD83	BNIP2
CD83	CD7
CD83	CCL15
CD83	ANKRD54
CD83	CCL25
CD83	C1QTNF6
CD83	BTLA
CD83	APOF
CD83	CD300LF
CD84	CCDC50
CD84	CD160
CD84	CD83
CD84	CCL23
CD84	ASPSCR1
CD84	BNIP2
CD84	ANKRD54
CD84	CCN4
CD84	MICB
CD84	C1QTNF1
CD84	CD2
CD84	C1QTNF6
CD84	BECN1
CD84	APOF
CD84	CD300LF
CD86	BMP4
CD86	CD72
CD86	CD48
CD86	C1QL2
CD86	CCER2
CD86	ADGRD1
CD86	CD5
CD86	CASP2
CD86	CCN1
CD86	ADA2
CD86	CA7
CD86	AKR7L
CD86	CD3E
CD86	ADAMTS8
CD86	CALCOCO2
CD8A	CDNF
CD8A	CD7
CD8A	CCN2
CD8A	CCN4
CD8A	ATXN3
CD8A	CD40LG
CD8A	CD302
CD8A	AMBP
CD8A	CEACAM3
CD8A	BECN1
CD8A	CDC26
CD8A	C1R
CD8A	BOLA1
CD8A	C1QTNF5
CD8A	CARHSP1
CD93	AMIGO2
CD93	AMFR
CD93	ADAM8
CD93	ANGPTL2
CD93	LILRB5
CD93	AMIGO1
CD93	ADAM15
CD93	SIRPA
CD93	ADAM23
CD93	ADAM23
CD93	ANGPTL1
CD93	APBB1IP
CD93	BIRC2
CD93	CDCP1
CD93	ADAM12
CD99	BID
CD99	C19orf12
CD99	BCL7A
CD99	ADM
CD99	CD164L2
CD99	CD99L2
CD99	BEX3
CD99	INSL3
CD99	AREG
CD99	BCL2L11
CD99	AKT1S1
CD99	DKKL1
CD99	BPIFA2
CD99	CALCA
CD99	BSND
CD99L2	DKKL1
CD99L2	BSND
CD99L2	BCL2L11
CD99L2	BCL7A
CD99L2	CBX2
CD99L2	CD99
CD99L2	APOL1
CD99L2	CASC3
CD99L2	ADM
CD99L2	BEX3
CD99L2	BLNK
CD99L2	C9orf40
CD99L2	BID
CD99L2	CAMLG
CD99L2	C19orf12
CDA	AK2
CDA	ALDH5A1
CDA	CDK1
CDA	ALDH2
CDA	GC
CDA	GC
CDA	CCL5
CDA	APRT
CDA	CCL8
CDA	CAPG
CDA	CAPG
CDA	CCL2
CDA	CCL3
CDA	ALDH1A1
CDA	CCL7
CDAN1	CC2D1A
CDAN1	ADAMTS13
CDAN1	CEP112
CDAN1	BRD1
CDAN1	ADAM12
CDAN1	ADAM22
CDAN1	AGBL2
CDAN1	AP3B1
CDAN1	ADAMTS16
CDAN1	CCAR2
CDAN1	ARHGAP5
CDAN1	BOC
CDAN1	BCR
CDAN1	ADAMTS1
CDAN1	ADAM9
CDC123	AIDA
CDC123	CD207
CDC123	ATP1B4
CDC123	ASGR1
CDC123	CD58
CDC123	B3GNT7
CDC123	CCDC134
CDC123	CEACAM21
CDC123	ANKMY2
CDC123	AP3S2
CDC123	CDC37
CDC123	CD276
CDC123	AHSA1
CDC123	CD226
CDC123	AIF1L
CDC25A	CD2AP
CDC25A	CD248
CDC25A	ARMCX2
CDC25A	C1QTNF9
CDC25A	ADD1
CDC25A	CD34
CDC25A	BIN2
CDC25A	AFAP1
CDC25A	C2CD2L
CDC25A	AZI2
CDC25A	APOF
CDC25A	BRD3
CDC25A	BTLA
CDC25A	BANK1
CDC25A	ACRBP
CDC26	CCL15
CDC26	CD7
CDC26	CEACAM3
CDC26	ARTN
CDC26	CD83
CDC26	BTC
CDC26	BGLAP
CDC26	AGRP
CDC26	CCL16
CDC26	CD8A
CDC26	CCL23
CDC26	CD160
CDC26	CCDC50
CDC26	CD59
CDC26	CD302
CDC27	NPEPPS
CDC27	RSL24D1
CDC27	PIGB
CDC27	CCPG1
CDC27	TMEM161B
CDC27	BRSK2
CDC27	AGBL2
CDC27	CCAR2
CDC27	ADAM22
CDC27	BAIAP2
CDC27	BCAN
CDC27	APLP1
CDC27	BRD3
CDC27	ADAMTSL4
CDC27	AFAP1
CDC37	CD226
CDC37	CDC123
CDC37	ATP1B4
CDC37	CD58
CDC37	CCDC134
CDC37	AIDA
CDC37	CD276
CDC37	AIF1L
CDC37	BPIFB1
CDC37	ATP5PO
CDC37	ARL2BP
CDC37	CEACAM21
CDC37	CD207
CDC37	CD4
CDC37	CA6
CDC42BPB	ATRN
CDC42BPB	CADPS
CDC42BPB	ADAMTS13
CDC42BPB	ADAMTS16
CDC42BPB	ARHGAP5
CDC42BPB	CD109
CDC42BPB	ADGRF5
CDC42BPB	ABCA2
CDC42BPB	C5
CDC42BPB	CDAN1
CDC42BPB	CDHR2
CDC42BPB	CD101
CDC42BPB	CEP112
CDC42BPB	AP3B1
CDC42BPB	BRD1
CDCP1	ADAM23
CDCP1	ADAM23
CDCP1	ADAM9
CDCP1	ADAM8
CDCP1	ADAMTS1
CDCP1	AXL
CDCP1	BIRC2
CDCP1	ADAM15
CDCP1	CD22
CDCP1	AMFR
CDCP1	CD93
CDCP1	CDH15
CDCP1	AMIGO1
CDCP1	CEP112
CDCP1	ADAM12
CDH1	CDH4
CDH1	CDH6
CDH1	CDHR1
CDH1	CDH2
CDH1	AXL
CDH1	CDH23
CDH1	CDH22
CDH1	CDCP1
CDH1	CD22
CDH1	ADAM9
CDH1	ADAM8
CDH1	CDH3
CDH1	AP2B1
CDH1	ADAM15
CDH1	ADGRE5
CDH15	ADAMTS1
CDH15	CEP112
CDH15	ADAM9
CDH15	ADAMTS4
CDH15	CAPN3
CDH15	CDCP1
CDH15	CC2D1A
CDH15	ADAM23
CDH15	ADAM23
CDH15	BECN1
CDH15	CAPS
CDH15	ADGRG1
CDH15	ABO
CDH15	BIRC2
CDH15	C1R
CDH17	CA11
CDH17	LEFTY2
CDH17	CA14
CDH17	CD1C
CDH17	RNASE10
CDH17	CEMIP2
CDH17	ATP6V1D
CDH17	AHSG
CDH17	C1GALT1C1
CDH17	TMPRSS5
CDH17	BAP18
CDH17	KIR2DS4
CDH17	ADAMTS15
CDH17	C4BPB
CDH17	PVALB
CDH2	CDH4
CDH2	CDH1
CDH2	CD163
CDH2	AXL
CDH2	CDH6
CDH2	CDH22
CDH2	CDH23
CDH2	CCER2
CDH2	CDHR1
CDH2	CALCOCO1
CDH2	ADGRD1
CDH2	ADA2
CDH2	CA7
CDH2	CD22
CDH2	AKR7L
CDH22	CDH23
CDH22	CD300A
CDH22	ARNTL
CDH22	ATP5F1D
CDH22	ARHGAP25
CDH22	BRME1
CDH22	ADGRV1
CDH22	AKR7L
CDH22	CA7
CDH22	ADA2
CDH22	ALMS1
CDH22	CDH6
CDH22	CCN5
CDH22	CD164
CDH22	CD200
CDH23	CDH22
CDH23	CD300A
CDH23	ARNTL
CDH23	ATP5F1D
CDH23	BRME1
CDH23	ADGRV1
CDH23	ARHGAP25
CDH23	AKR7L
CDH23	ALMS1
CDH23	CDH6
CDH23	CA7
CDH23	CCN5
CDH23	CD164
CDH23	ADA2
CDH23	CD200
CDH3	CDH6
CDH3	CDHR1
CDH3	ADAM9
CDH3	CDH5
CDH3	CELSR2
CDH3	CDH15
CDH3	ADAM23
CDH3	ADAM23
CDH3	CDCP1
CDH3	CDH1
CDH3	CDH4
CDH3	ADAMTS1
CDH3	CEP112
CDH3	CAPN3
CDH3	ADAM12
CDH4	CDH1
CDH4	CDH6
CDH4	CDH2
CDH4	CDHR1
CDH4	AXL
CDH4	CDH22
CDH4	CDH23
CDH4	CDCP1
CDH4	ADAM8
CDH4	CDH3
CDH4	ADAM15
CDH4	CD22
CDH4	ADAM9
CDH4	CALCOCO1
CDH4	ADAM23
CDH5	CDH3
CDH5	CAPN3
CDH5	CDH15
CDH5	CELSR2
CDH5	CDHR1
CDH5	ADAM9
CDH5	C9
CDH5	CEP112
CDH5	CDH6
CDH5	ADAMTS4
CDH5	ADAMTS1
CDH5	CEACAM1
CDH5	ADCYAP1R1
CDH5	CC2D1A
CDH5	ANGPT1
CDH6	CDHR1
CDH6	CDH1
CDH6	CDH4
CDH6	CDH3
CDH6	ADAM9
CDH6	CDH23
CDH6	CDCP1
CDH6	CDH22
CDH6	BIRC2
CDH6	CELSR2
CDH6	ADAM8
CDH6	ADAM23
CDH6	ADAM23
CDH6	ADAMTS1
CDH6	ACVRL1
CDHR1	CDH6
CDHR1	CDH1
CDHR1	CDH3
CDHR1	CDH4
CDHR1	ADAM9
CDHR1	CDCP1
CDHR1	ADAMTS1
CDHR1	CDH5
CDHR1	CDH23
CDHR1	ADAM23
CDHR1	ADAM23
CDHR1	AP2B1
CDHR1	CDH22
CDHR1	AIFM1
CDHR1	CELSR2
CDHR2	ADGRF5
CDHR2	ACTN2
CDHR2	ADAMTS13
CDHR2	C7
CDHR2	TNN
CDHR2	ADAMTS4
CDHR2	CDH5
CDHR2	CEP112
CDHR2	C5
CDHR2	CAPN3
CDHR2	CDHR1
CDHR2	ADAMTS1
CDHR2	CADPS
CDHR2	AMPD3
CDHR2	ATRN
CDHR5	APP
CDHR5	CD248
CDHR5	ADD1
CDHR5	CASP10
CDHR5	CASP10
CDHR5	C2CD2L
CDHR5	ASPSCR1
CDHR5	AFAP1
CDHR5	CD2AP
CDHR5	CC2D1A
CDHR5	BOC
CDHR5	ANKRD54
CDHR5	ARMCX2
CDHR5	CCAR2
CDHR5	BRSK2
CDK1	CAPG
CDK1	CAPG
CDK1	CCL8
CDK1	APOM
CDK1	ARF6
CDK1	CCND2
CDK1	CD63
CDK1	APOH
CDK1	APCS
CDK1	CCL5
CDK1	CEACAM16
CDK1	CD82
CDK1	ATP1B1
CDK1	ATRAID
CDK1	ATP6V1F
CDK5RAP3	ANXA4
CDK5RAP3	ANKMY2
CDK5RAP3	CALCOCO2
CDK5RAP3	CD276
CDK5RAP3	B3GNT7
CDK5RAP3	ATP5IF1
CDK5RAP3	CENPJ
CDK5RAP3	AHSA1
CDK5RAP3	CD46
CDK5RAP3	AMN
CDK5RAP3	ART5
CDK5RAP3	ACVRL1
CDK5RAP3	BIRC2
CDK5RAP3	CA12
CDK5RAP3	ATP2B4
CDKL5	ARHGAP30
CDKL5	AMOT
CDKL5	ATXN2L
CDKL5	BAG6
CDKL5	ARNT
CDKL5	CCDC80
CDKL5	ARID4B
CDKL5	CAMSAP1
CDKL5	BRDT
CDKL5	BANK1
CDKL5	ATXN2
CDKL5	ARHGEF5
CDKL5	BAG4
CDKL5	ARMCX2
CDKL5	BIN2
CDKN1A	CD74
CDKN1A	CD3E
CDKN1A	BCL2
CDKN1A	AREG
CDKN1A	CD244
CDKN1A	CCL28
CDKN1A	CD300C
CDKN1A	C1QL2
CDKN1A	CD27
CDKN1A	CD209
CDKN1A	CD200R1
CDKN1A	CD164L2
CDKN1A	CD79B
CDKN1A	CCN1
CDKN1A	CD86
CDKN2D	ADA
CDKN2D	ACY1
CDKN2D	ASS1
CDKN2D	B2M
CDKN2D	ANXA10
CDKN2D	CCL20
CDKN2D	ACY3
CDKN2D	BRK1
CDKN2D	CA13
CDKN2D	AKR1C4
CDKN2D	CD36
CDKN2D	BTN3A2
CDKN2D	AGXT
CDKN2D	ASRGL1
CDKN2D	CD82
CDNF	CD8A
CDNF	CCN2
CDNF	CCN4
CDNF	AMBP
CDNF	CARHSP1
CDNF	CD40LG
CDNF	ATXN3
CDNF	ASGR2
CDNF	CD7
CDNF	ANGPTL3
CDNF	CD302
CDNF	ATG4A
CDNF	CCDC28A
CDNF	C1R
CDNF	C1QTNF5
CDON	BCR
CDON	ADAMTSL4
CDON	BCAN
CDON	BAG6
CDON	AMOTL2
CDON	ARHGEF10
CDON	CCDC80
CDON	BRD1
CDON	BANK1
CDON	BOC
CDON	ADGRB3
CDON	BRDT
CDON	ARHGEF12
CDON	CCAR2
CDON	ADAM12
CDSN	AMBN
CDSN	ELN
CDSN	APOBR
CDSN	ODAM
CDSN	DMP1
CDSN	DMP1
CDSN	CHGB
CDSN	MEPE
CDSN	ATXN2
CDSN	CASC3
CDSN	BSND
CDSN	ATXN2L
CDSN	TSC22D1
CDSN	BAG4
CDSN	SELPLG
CEACAM1	C1RL
CEACAM1	ATG4A
CEACAM1	ANGPT1
CEACAM1	C9
CEACAM1	MICB
CEACAM1	ANGPTL3
CEACAM1	ANGPT2
CEACAM1	BECN1
CEACAM1	CCN4
CEACAM1	AMBP
CEACAM1	ANGPTL4
CEACAM1	C1QTNF5
CEACAM1	CCDC28A
CEACAM1	C1R
CEACAM1	C8B
CEACAM16	A1BG
CEACAM16	CD63
CEACAM16	APCS
CEACAM16	CAPG
CEACAM16	CAPG
CEACAM16	APOM
CEACAM16	AFM
CEACAM16	AMY1A
CEACAM16	CFHR2
CEACAM16	APOH
CEACAM16	BST1
CEACAM16	ATP6V1F
CEACAM16	FUCA1
CEACAM16	CDK1
CEACAM16	CA6
CEACAM18	CEACAM8
CEACAM18	BCAM
CEACAM18	CD33
CEACAM18	AGER
CEACAM18	ALCAM
CEACAM18	SIGLEC5
CEACAM18	SIGLEC9
CEACAM18	CEACAM19
CEACAM18	SIGLEC6
CEACAM18	VSIG10
CEACAM18	CEACAM5
CEACAM18	MCAM
CEACAM18	NCAM2
CEACAM18	SIGLEC7
CEACAM18	BRAP
CEACAM19	CD33
CEACAM19	CEACAM18
CEACAM19	SIGLEC9
CEACAM19	BTLA
CEACAM19	CEACAM8
CEACAM19	ANKRD54
CEACAM19	APOF
CEACAM19	SIGLEC7
CEACAM19	CD83
CEACAM19	CD84
CEACAM19	ASPSCR1
CEACAM19	CD160
CEACAM19	CCDC50
CEACAM19	AZI2
CEACAM19	SIGLEC8
CEACAM20	BTNL10
CEACAM20	CALB2
CEACAM20	AGRN
CEACAM20	APOB
CEACAM20	CD177
CEACAM20	C7orf50
CEACAM20	AHNAK
CEACAM20	ABO
CEACAM20	BRAP
CEACAM20	BRAP
CEACAM20	ANP32C
CEACAM20	AHNAK2
CEACAM20	ABRAXAS2
CEACAM20	CBLN1
CEACAM20	CALY
CEACAM21	ASGR1
CEACAM21	CDC123
CEACAM21	CD40LG
CEACAM21	CD58
CEACAM21	CD226
CEACAM21	AP3S2
CEACAM21	BLOC1S2
CEACAM21	ATP1B4
CEACAM21	CD207
CEACAM21	BCL2L15
CEACAM21	AIF1L
CEACAM21	CACYBP
CEACAM21	CD302
CEACAM21	AIDA
CEACAM21	AHSA1
CEACAM3	CCL16
CEACAM3	CCL15
CEACAM3	CD2
CEACAM3	CD7
CEACAM3	CD302
CEACAM3	CDC26
CEACAM3	ARTN
CEACAM3	CD59
CEACAM3	C1QTNF6
CEACAM3	CCN3
CEACAM3	CD8A
CEACAM3	ADIPOQ
CEACAM3	CACYBP
CEACAM3	BGLAP
CEACAM3	BECN1
CEACAM5	ALCAM
CEACAM5	AGER
CEACAM5	BCAM
CEACAM5	CEACAM6
CEACAM5	CEACAM8
CEACAM5	SIGLEC5
CEACAM5	CEACAM18
CEACAM5	CD33
CEACAM5	NCAM2
CEACAM5	BTN2A1
CEACAM5	CD5L
CEACAM5	ALPP
CEACAM5	ADGRE2
CEACAM5	SIGLEC9
CEACAM5	ARSB
CEACAM6	CEACAM5
CEACAM6	AGER
CEACAM6	ALCAM
CEACAM6	BCAM
CEACAM6	CD33
CEACAM6	BST2
CEACAM6	SIGLEC5
CEACAM6	ADGRE1
CEACAM6	ADAMTS8
CEACAM6	CD5L
CEACAM6	CD48
CEACAM6	CD80
CEACAM6	CEACAM8
CEACAM6	SIGLEC9
CEACAM6	CD86
CEACAM8	BCAM
CEACAM8	CEACAM18
CEACAM8	CD33
CEACAM8	AGER
CEACAM8	ALCAM
CEACAM8	SIGLEC5
CEACAM8	CEACAM5
CEACAM8	SIGLEC9
CEACAM8	SIGLEC6
CEACAM8	VSIG10
CEACAM8	MCAM
CEACAM8	NCAM2
CEACAM8	CDC123
CEACAM8	CEACAM19
CEACAM8	BCL2L15
CEBPA	ATF4
CEBPA	CEBPB
CEBPA	BRD2
CEBPA	AXIN1
CEBPA	BHLHE40
CEBPA	CAMLG
CEBPA	CD34
CEBPA	BLNK
CEBPA	BRD3
CEBPA	CD300LG
CEBPA	ARNT
CEBPA	BEX3
CEBPA	ACRBP
CEBPA	BAMBI
CEBPA	HDGF
CEBPB	BHLHE40
CEBPB	ATF4
CEBPB	CEBPA
CEBPB	AXIN1
CEBPB	ARNT
CEBPB	CD34
CEBPB	CBX2
CEBPB	BLNK
CEBPB	BRD3
CEBPB	HDGF
CEBPB	CAMLG
CEBPB	BCL2L11
CEBPB	ABL1
CEBPB	ADD1
CEBPB	CDC25A
CELA2A	BPIFB2
CELA2A	AHSP
CELA2A	ACP1
CELA2A	ACYP1
CELA2A	CCL11
CELA2A	CTSH
CELA2A	CEACAM16
CELA2A	CA8
CELA2A	CAT
CELA2A	CAT
CELA2A	CAT
CELA2A	AFM
CELA2A	BOLA2
CELA2A	CD63
CELA2A	CFHR2
CELA3A	AZU1
CELA3A	BST1
CELA3A	CANT1
CELA3A	CA6
CELA3A	AGR3
CELA3A	BCL2L15
CELA3A	CCS
CELA3A	CEACAM21
CELA3A	ASGR1
CELA3A	CD207
CELA3A	CD4
CELA3A	ANG
CELA3A	CCND2
CELA3A	ACADM
CELA3A	A1BG
CELSR2	CAPS
CELSR2	ABO
CELSR2	APOB
CELSR2	AGRN
CELSR2	CALB2
CELSR2	BTNL10
CELSR2	CEACAM20
CELSR2	C7orf50
CELSR2	CD177
CELSR2	BRAP
CELSR2	BRAP
CELSR2	ANP32C
CELSR2	AHNAK
CELSR2	C1R
CELSR2	CDH5
CEMIP2	BAP18
CEMIP2	CAPS
CEMIP2	ABO
CEMIP2	APOB
CEMIP2	AGRN
CEMIP2	C7orf50
CEMIP2	CALB2
CEMIP2	CD177
CEMIP2	BTNL10
CEMIP2	CEACAM20
CEMIP2	BRAP
CEMIP2	BRAP
CEMIP2	AHNAK
CEMIP2	ANP32C
CEMIP2	C4BPB
CEND1	BNIP3L
CEND1	CGREF1
CEND1	BAG3
CEND1	RBFOX3
CEND1	ARID3A
CEND1	EDA2R
CEND1	VGF
CEND1	RTBDN
CEND1	TGFA
CEND1	DKK1
CEND1	SLC39A5
CEND1	TEF
CEND1	FOSB
CEND1	EFCAB14
CEND1	EIF2S2
CENPF	BTD
CENPF	ARSA
CENPF	ADAMTSL2
CENPF	ADAMTSL5
CENPF	ANGPTL3
CENPF	ASGR2
CENPF	CCDC28A
CENPF	C9
CENPF	ADCYAP1R1
CENPF	MST1
CENPF	ATXN3
CENPF	C8B
CENPF	APOA4
CENPF	C1QTNF5
CENPF	CCN4
CENPJ	ATP5IF1
CENPJ	ATP2B4
CENPJ	ANK2
CENPJ	APPL2
CENPJ	CBLN1
CENPJ	ADGRG2
CENPJ	ABRAXAS2
CENPJ	CALY
CENPJ	AHNAK2
CENPJ	ASPN
CENPJ	CBLIF
CENPJ	ANP32C
CENPJ	CCN5
CENPJ	CD164
CENPJ	CD200
CEP112	ADAMTS1
CEP112	CDH15
CEP112	ADAM9
CEP112	CC2D1A
CEP112	CDCP1
CEP112	ADAM23
CEP112	ADAM23
CEP112	CAPN3
CEP112	ADAMTS4
CEP112	ADAMTS13
CEP112	CDAN1
CEP112	ADAMTS16
CEP112	ADAM12
CEP112	AP2B1
CEP112	CDH5
CEP152	ARHGEF12
CEP152	ADGRB3
CEP152	ARHGEF10
CEP152	BCR
CEP152	BOC
CEP152	ARID4B
CEP152	CACNA1H
CEP152	CAMSAP1
CEP152	ARHGAP5
CEP152	LPA
CEP152	ACAN
CEP152	BAG6
CEP152	ADAMTSL4
CEP152	AMOT
CEP152	CDON
CEP164	SCRIB
CEP164	SYNGAP1
CEP164	MINK1
CEP164	CLASP1
CEP164	EIF4G3
CEP164	IGSF9
CEP164	EIF2AK3
CEP164	EHBP1
CEP164	PCDH12
CEP164	FAM13A
CEP164	EIF4G1
CEP164	DSG2
CEP164	RICTOR
CEP164	PHLDB1
CEP164	PHLDB2
CEP170	COL24A1
CEP170	COL4A4
CEP170	HEG1
CEP170	COL4A1
CEP170	NFAT5
CEP170	SORBS1
CEP170	COL1A1
CEP170	COL18A1
CEP170	CLSPN
CEP170	IL16
CEP170	MN1
CEP170	GLI2
CEP170	MTUS1
CEP170	PARD3
CEP170	COL5A1
CEP20	NEB
CEP20	PRUNE2
CEP20	PAXX
CEP20	CORO6
CEP20	LTO1
CEP20	SIT1
CEP20	CPA1
CEP20	SPART
CEP20	VMO1
CEP20	UBQLN3
CEP20	GPR15L
CEP20	DEFB4A
CEP20	CST6
CEP20	TTN
CEP20	PI3
CEP290	NOTCH1
CEP290	NOTCH2
CEP290	FN1
CEP290	NOTCH3
CEP290	STAB2
CEP290	UNC79
CEP290	IGF2R
CEP290	EVPL
CEP290	CIT
CEP290	MYO9B
CEP290	SDK2
CEP290	LTBP2
CEP290	TNC
CEP290	MYH4
CEP290	SCN2A
CEP350	THSD1
CEP350	ELOB
CEP350	JPT2
CEP350	MARS1
CEP350	FXYD5
CEP350	SCN3A
CEP350	RANBP2
CEP350	SELENOP
CEP350	PALLD
CEP350	KIFBP
CEP350	MYDGF
CEP350	GAGE2A
CEP350	MESD
CEP350	PCARE
CEP350	MYCBP2
CEP43	LYSMD3
CEP43	ZNF830
CEP43	MFAP3
CEP43	DNAJB6
CEP43	CREBZF
CEP43	SHD
CEP43	EPN1
CEP43	SYAP1
CEP43	SPOCK1
CEP43	TREML2
CEP43	RRP15
CEP43	PAGR1
CEP43	DEFB118
CEP43	LSP1
CEP43	RELT
CEP85	PACS2
CEP85	HGS
CEP85	OTUD7B
CEP85	KCNC4
CEP85	SH3BP1
CEP85	KRT5
CEP85	SCARF1
CEP85	DDX4
CEP85	KRT6C
CEP85	TBC1D5
CEP85	DCLRE1C
CEP85	PDE4D
CEP85	SATB1
CEP85	MEGF9
CEP85	SLITRK2
CERT	JPT2
CERT	MARS1
CERT	MRPL58
CERT	CEP350
CERT	MYDGF
CERT	FXYD5
CERT	IRAG2
CERT	MYCBP2
CERT	SEPTIN7
CERT	ESYT2
CERT	EFCAB2
CERT	KYAT1
CERT	TAFA5
CERT	MYLPF
CERT	CYTH3
CES1	NT5C3A
CES1	GABRA4
CES1	DTD1
CES1	PTH
CES1	PTH
CES1	SIAE
CES1	CES2
CES1	CES3
CES1	CRISP3
CES1	PGLYRP4
CES1	IFIT3
CES1	PGLYRP2
CES1	KLRC1
CES1	KLRD1
CES1	NT5C3A
CES1	GABRA4
CES1	DTD1
CES1	PTH
CES1	PTH
CES1	SIAE
CES1	CES2
CES1	CES3
CES1	CRISP3
CES1	PGLYRP4
CES1	IFIT3
CES1	PGLYRP2
CES1	KLRC1
CES1	KLRD1
CES2	SIAE
CES2	NT5C3A
CES2	CES1
CES2	CES1
CES2	DTD1
CES2	CRISP2
CES2	PGLYRP1
CES2	CSH1
CES2	CES3
CES2	LBP
CES2	PGLYRP2
CES2	KLRD1
CES2	PROK1
CES2	PLA2G15
CES2	TSHB
CES3	SIAE
CES3	DTD1
CES3	PLTP
CES3	LBP
CES3	IFIT1
CES3	NT5C3A
CES3	LGALS3BP
CES3	KLRD1
CES3	GPHA2
CES3	PGLYRP1
CES3	SMS
CES3	SMS
CES3	LHB
CES3	CES2
CES3	CES1
CETN2	FST
CETN2	TINAGL1
CETN2	RAB6B
CETN2	OLR1
CETN2	CYB5A
CETN2	STAMBP
CETN2	EBI3
CETN2	EPO
CETN2	EPO
CETN2	LY6D
CETN2	PRELP
CETN2	SERPINF1
CETN2	LZTFL1
CETN2	MATN3
CETN2	KHDC3L
CETN3	MYL3
CETN3	KLK7
CETN3	SOD2
CETN3	MYL4
CETN3	EPCAM
CETN3	DGCR6
CETN3	NMNAT1
CETN3	NT5C1A
CETN3	PPT1
CETN3	CRTAP
CETN3	TSPAN8
CETN3	KLK8
CETN3	SPINK1
CETN3	PLA2G10
CETN3	CTSZ
CFB	HGF
CFB	SEMA7A
CFB	GALNT2
CFB	NUB1
CFB	ITIH3
CFB	EPHA4
CFB	GALNT3
CFB	CFI
CFB	EPHB4
CFB	TGFBI
CFB	FES
CFB	ITIH1
CFB	COMP
CFB	KEL
CFB	TRAF3
CFC1	DEFB118
CFC1	NUP50
CFC1	NGRN
CFC1	SYAP1
CFC1	HS1BP3
CFC1	TIMD4
CFC1	MFAP3
CFC1	DNAJB6
CFC1	PAGR1
CFC1	INSL5
CFC1	CXCL16
CFC1	LAYN
CFC1	IL15RA
CFC1	RLN2
CFC1	RELT
CFD	PSME1
CFD	PRSS2
CFD	PRTN3
CFD	MED18
CFD	CTRB1
CFD	PTRHD1
CFD	TXNL1
CFD	LCN15
CFD	CHAD
CFD	MRPS16
CFD	GZMA
CFD	CTRL
CFD	GLT8D2
CFD	IL12B
CFD	MFGE8
CFH	MTSS2
CFH	TPSD1
CFH	YJU2
CFH	SULT2A1
CFH	DMD
CFH	KLRF1
CFH	MUC16
CFH	NARS1
CFH	TXNRD1
CFH	TG
CFH	HARS1
CFH	CPXM1
CFH	DARS1
CFH	SEPTIN8
CFH	IST1
CFHR2	LECT2
CFHR2	CTSH
CFHR2	CEACAM16
CFHR2	DPEP1
CFHR2	EDDM3B
CFHR2	APCS
CFHR2	CD63
CFHR2	PAEP
CFHR2	APOM
CFHR2	FUCA1
CFHR2	ATP6V1F
CFHR2	CAPG
CFHR2	CAPG
CFHR2	IL1RAP
CFHR2	ANG
CFHR4	FUCA1
CFHR4	LILRA3
CFHR4	C1S
CFHR4	LCP1
CFHR4	ACSL1
CFHR4	IL1RAP
CFHR4	SERPINB8
CFHR4	MEP1B
CFHR4	AFP
CFHR4	TCN2
CFHR4	BPIFB1
CFHR4	ATP1B1
CFHR4	FGL1
CFHR4	CPVL
CFHR4	AMDHD2
CFHR5	NCLN
CFHR5	STEAP4
CFHR5	PSMC3
CFHR5	SRPX
CFHR5	TPP1
CFHR5	TPP1
CFHR5	HYAL1
CFHR5	ITGB5
CFHR5	GLOD4
CFHR5	M6PR
CFHR5	TRIM5
CFHR5	PHOSPHO1
CFHR5	RP2
CFHR5	SELE
CFHR5	OTUD6B
CFI	NUB1
CFI	DNAJA4
CFI	EDIL3
CFI	TRAF3
CFI	HGF
CFI	HS6ST1
CFI	CTSE
CFI	LCAT
CFI	CTSD
CFI	EZR
